validation_record_id,corpus_id,selection_stratum,title,authors,year,source_title_or_issuer,document_type,doi,url,access,access_type,access_url,screening_text,model_category,model_reason_code,model_confidence,model_needs_full_text,model_rationale,model_organism_evidence,model_stressor_evidence,model_response_evidence,model_transferability_basis,model_citation_chain_basis,core_include_trusted,priority_human_review,review_basis,final_category,reviewer_note
V6V-024,CWC-121A40800870,AMBIGUOUS_TITLE_ONLY,The importance of monitoring metabolic recovery in the coral Acropora cervicornis after short-term exposure to drilling muds: Calcification rate and protein concentration,James J. Kendall | Eric N. Powell | S. J. Connor | Thomas J. Bright | C. E. Zastrow,1984,Coral Reefs,article,10.1007/bf00263575,https://doi.org/10.1007/bf00263575,NO,NOT_CONFIRMED,,,EXCLUDE,X02_TROPICAL_NOT_CLOSELY_TRANSFERABLE,HIGH,False,"The title identifies Acropora cervicornis, a tropical coral species, and addresses responses to drilling mud exposure. This is a warm-water tropical study that defaults to exclusion under the rules. There is no evidence that this species or its environment, exposure, and responses are closely comparable to deep-sea or cold-water corals. The transferable mechanism category is not applicable because the required comparability is unsupported. The source is substantive but not a deep-sea/cold-water lead, so it is not a citation-chain candidate. Exclude.","Acropora cervicornis, a warm-water tropical scleractinian coral",Short-term exposure to drilling muds,Calcification rate and protein concentration as responses,,,False,False,,,
V6V-025,CWC-FE3241E9711D,WARM_TROPICAL_HARD_NEGATIVE,"Effects of particulate matter released by a fish farm (Eilat, Red Sea) on survival and growth of Stylophora pistillata coral nubbins",Lucia Bongiorni | Shai Shafir | Baruch Rinkevich,2003,Marine Pollution Bulletin,article,10.1016/s0025-326x(03)00240-6,https://doi.org/10.1016/s0025-326x(03)00240-6,NO,NOT_CONFIRMED,,"This field study aims to determine whether increased levels of organically enriched particulate matter released by net pen fish farms (Eilat, Red Sea) would affect the growth of nubbins taken from the branching coral Stylophora pistillata. We followed the survival and growth of 1322 nubbins pruned from five colonies that were transplanted at a depth of 6 in in the vicinity of the fish cages and in a reference site, in front of the Interuniversity Institute (IUI). Nubbins were attached on U-shaped PVC plates in three orientations (up, vertical and down positions). After 50 days, survival was high in both localities and no difference was recorded between the spatial orientations. At the fish farm, however, burial of the nubbin's lateral growths and partial coverage of nubbins by settled particulate matter resulted in significant reduction of the lateral growth rates of nubbins settled in the up position as compared to the reference site. On the other hand, faster growth rates were recorded in the vertical set of nubbins at the fish farm when compared with the IUI site. These results strengthen the conclusion that physical effects, rather than nutrient enrichment, may constitute the main cause of stress for minute coral fragments (resembling coral recruits) growing near the vicinity of a fish farm. (C) 2003 Elsevier Ltd. All rights reserved.",EXCLUDE,X02_TROPICAL_NOT_CLOSELY_TRANSFERABLE,HIGH,False,"The study concerns warm-water, shallow (6 m) Red Sea coral Stylophora pistillata, not a deep-sea or cold-water coral or sponge. Although it explicitly tests sediment/particulate exposure and measures survival and growth, the evidence does not support transferability to cold-water/deep-sea taxa. The transferable-mechanism exceptional category requires a non-tropical cold/temperate study with close comparability on organism, environment, exposure, and response; none are supported here. Therefore this warm-water tropical study defaults to EXCLUDE under X02_TROPICAL_NOT_CLOSELY_TRANSFERABLE.","Tropical/subtropical branching coral Stylophora pistillata, nubbins transplanted at 6 m depth in the Red Sea (Eilat).",Organically enriched particulate matter released by a net-pen fish farm; settled particulate matter and partial burial of coral nubbins.,"Survival high at both sites; significant reduction in lateral growth rates for upward-oriented nubbins at the fish farm, faster growth in vertical orientation.",,,False,False,,,
V6V-026,CWC-B8464381FEED,WARM_TROPICAL_HARD_NEGATIVE,Turbid coral reefs in northwestern Australia exhibit high tolerance to successive extreme heat stress events,Tahlia J. Bassett | Nicola K. Browne | Molly Moustaka | Michael V. W. Cuttler | Renee K. Gruber | Shaun K. Wilson | Richard D. Evans,2026,Coral Reefs,article,10.1007/s00338-026-02897-w,https://doi.org/10.1007/s00338-026-02897-w,YES,FROZEN_PUBLIC_FULL_TEXT_LOCATION,https://link.springer.com/content/pdf/10.1007/s00338-026-02897-w.pdf,"Abstract Suspended particulates on turbid coral reefs can mitigate thermal stress and bolster coral energy acquisition, improving resilience to climate change. Yet, questions remain regarding how corals on turbid reefs respond to successive heat stress events and whether certain coral taxa are more likely to survive under increasingly variable environmental conditions. We investigated the response of coral communities across a natural turbidity gradient in the Dampier Archipelago (Western Australia) to successive heat stress events in 2022 and 2023 (12.7 and 14.4 degree heating weeks, respectively). We then examined the influence of environmental variables, such as wave exposure, total suspended solids (TSS) and light attenuation (KD490), on coral bleaching and changes in coral cover across this turbidity gradient. Prior to heat stress, coral cover across 11 consistently surveyed reefs ranged from 17 to 68%. Approximately 30% of hard corals bleached each summer, and there was an overall 8% decline in mean cover (from 34 to 26%). Moderately turbid reefs, dominated by stress-resistant Pavona spp. exhibited comparatively low bleaching and maintained high coral cover throughout the study period, suggesting higher resilience to successive stress events. Conversely, Porites spp. showed increasing susceptibility over repeated heat stress events. Reefs dominated by plating or branching Acropora spp. experienced the highest bleaching prevalence and the greatest shifts in community composition. Variations in significant wave height and TSS concentration were strong, but nuanced, predictors of total hard coral bleaching and community-level bleaching susceptibility (respectively), whilst maintenance of coral cover was associated with higher KD490. Our findings highlight the capacity of corals on turbid reefs to withstand severe, repeated heat stress and bleaching, and the potential for such reefs to act as climate change refugia.",EXCLUDE,X03_STRESSOR_OUT_OF_SCOPE,HIGH,False,"This record describes tropical, warm-water corals on turbid reefs responding to successive heat stress events. Although suspended particulates and TSS are measured, the biological outcome (bleaching and coral cover change) is driven by thermal stress, not by an explicit sediment exposure pathway. The study does not involve deep-sea or cold-water corals/sponges, and the stressor is outside the scope of sediment-related effects. The tropical context also precludes use as a citation-chain candidate. Therefore, exclusion under X03 is appropriate.","Warm-water tropical hard corals (Pavona, Porites, Acropora) in the Dampier Archipelago, northwestern Australia.","Successive heat stress events (DHW 12.7 and 14.4); total suspended solids (TSS) and light attenuation are environmental covariates, not direct sediment stressors.",Coral bleaching prevalence and changes in coral cover following heat stress; no sediment-specific biological response reported.,,,False,False,,,
V6V-027,CWC-405753EB5E0A,AMBIGUOUS_TITLE_ONLY,Energetic trade-offs between thermal tolerance and calcification in turbid-water corals,Tahlia J. Bassett | Nicola K. Browne | Emma F. Camp | Aleksey Sadekov | Molly Moustaka | Renee K. Gruber | Richard D. Evans | Shaun K. Wilson,2025,SSRN Electronic Journal,preprint,10.2139/ssrn.5811742,https://doi.org/10.2139/ssrn.5811742,NO,NOT_CONFIRMED,,,EXCLUDE,X04_SEDIMENT_PATHWAY_NOT_EXPLICIT,MEDIUM,False,"This record is excluded because the title focuses on energetic trade-offs between thermal tolerance and calcification in turbid-water corals, not on sediment-related stressor-response relationships. The only potential sediment link is the term 'turbid-water,' which describes a habitat condition rather than an explicit exposure or biological response. Additionally, no evidence indicates that these corals are deep-sea or cold-water taxa. Therefore, the study does not meet core inclusion criteria, and the sediment pathway is not explicit enough to make it a citation-chain candidate for sediment-specific evidence.","Turbid-water corals; no indication that they are deep-sea or cold-water corals; likely shallow-water, possibly tropical.","Title mentions 'turbid-water' as an environment, but no explicit sediment exposure, turbidity, burial, or plume pathway is described; focus is thermal tolerance.",Title indicates a trade-off between thermal tolerance and calcification; no explicit sediment-related biological response is reported.,,,False,False,,,
V6V-028,CWC-ECD90E3C96E1,DEEPCOLD_RESPONSE,A new laboratory method for monitoring deep-water coral polyp behaviour,J. Murray Roberts | Robert Anderson,2002,Hydrobiologia,article,10.1023/a:1016513607002,https://doi.org/10.1023/a:1016513607002,NO,NOT_CONFIRMED,,"Deep-water corals are found along the oceanic margins world-wide and in the north east Atlantic the most abundant species is Lophelia pertusa (L.). There is now growing evidence that deep-water reefs formed by such species are coming under increasing pressures from resource exploitation, principally deep-sea trawling and hydrocarbon exploration. Here a novel and unobtrusive method of recording deep-water coral behaviour in the laboratory is described using time-lapse video to record silhouettes of the polyps under infrared illumination. The polyps of L. pertusa behaved asynchronously and did not show any clear diurnal patterns over a three-day observation period. Conceptually, sessile benthic suspension feeders appear to be vulnerable to smothering by sediments disturbed by bottom trawls or sub-seabed drilling. This method allows deep-water coral polyp behaviour to be continuously monitored in the laboratory and, therefore, the responses of coral polyps to environmental perturbations such as sedimentation can be recorded. Further work is necessary to resolve the sensitivity of deep-water corals to short-term environmental change and the combined approach of in situ monitoring and subsequent laboratory experimentation has great potential to address these issues.",CITATION_CHAIN_CANDIDATE,C02_REVIEW_OR_MONITORING_LEAD,HIGH,False,"The record presents a method for monitoring deep-water coral polyp behaviour, with a clear conceptual link to sediment disturbance and a stated capability to record responses to sedimentation. However, no actual sediment exposure or biological response to sediment is observed or measured in the study itself. Therefore it is not CORE_INCLUDE. It is also not EXCLUDE because the deep-sea/cold-water context and direct sediment/monitoring focus make it a credible citation-chain lead. The closest alternative would be EXCLUDE for lack of response, but the explicit sediment/monitoring framing justifies CITATION_CHAIN_CANDIDATE.","Lophelia pertusa, a deep-water coral, studied in the laboratory; polyps monitored via time-lapse video.","Abstract explicitly discusses potential smothering by sediments disturbed by bottom trawls or sub-seabed drilling, and notes the method can record responses to sedimentation. No actual sediment exposure in this study.",No sediment-related biological response reported; polyp behaviour asynchrony is described but not linked to a sediment stressor. The method is proposed for future sedimentation response monitoring.,,"Substantive deep-water coral source with explicit sediment/monitoring focus; likely to cite or set up relevant sediment impact literature for deep-sea corals, making reference mining worthwhile.",False,True,Confirm that reference mining is specifically justified.,,
V6V-029,CWC-AABF14A88309,WARM_TROPICAL_HARD_NEGATIVE,"Enhanced particle-feeding capacity of corals on turbid reefs (Great Barrier Reef, Australia)",Kenneth R. N. Anthony,2000,Coral Reefs,article,10.1007/s003380050227,https://doi.org/10.1007/s003380050227,NO,NOT_CONFIRMED,,"Reef corals occur across a wide range of habitats, from offshore clear waters to nearshore sediment-laden environments. This study tests the hypothesis that corals from turbid nearshore areas have greater capacity to utilise suspended sediment as a food source than conspecifics from less turbid and midshelf areas. The hypothesis was tested on two common and widespread coral species on the Great Barrier Reef (Pocillopora damicornis and Acropora millepora). The particle clearance rates of samples from more turbid reefs were two-fourfold those of conspecifics from less turbid and midshelf reefs. Rates of sediment ingestion were generally a linear function of sediment load indicating no significant saturation within the concentration range of 1-30 mg dry weight l(-1). Estimated assimilation efficiency of particulate C-14 varied between 50 and 80%, and was maximised for midshelf A. millepora at the lowest sediment concentration, suggesting that heterotrophy is more efficient in oligotrophic habitats. Based on feeding-response curves, assimilation efficiencies, and published records of ambient particle concentrations, representatives of these species on turbid inshore reefs are 10-20 times more heterotrophic on suspended sediment than their conspecifics on less turbid and midshelf reefs.",EXCLUDE,X02_TROPICAL_NOT_CLOSELY_TRANSFERABLE,HIGH,False,"This is a warm-water/tropical Great Barrier Reef study directly testing coral feeding on suspended sediment. The organism is a tropical scleractinian coral, not a deep-sea or cold-water target. The study is outside the strict core definition and does not meet the exceptional transferable mechanism criteria because tropical mechanisms are not assumed transferable. No deep-sea/cold-water context is present, so it is not a credible citation-chain lead for deep-sea sediment evidence. Exclude under X02.",Tropical corals Pocillopora damicornis and Acropora millepora on the Great Barrier Reef.,Suspended sediment as a food source on turbid nearshore reefs.,"Particle clearance rates, sediment ingestion rates, and assimilation efficiency of particulate carbon.",,,False,False,,,
V6V-030,CWC-074B411D14C5,DEEPCOLD_RESPONSE,"The Dangeard and Explorer canyons, South Western Approaches UK: Geology, sedimentology and newly discovered cold-water coral mini-mounds",Heather Stewart | Jaime S. Davies | Janine Guinan | Kerry L. Howell,2013,Deep Sea Research Part II Topical Studies in Oceanography,article,10.1016/j.dsr2.2013.08.018,https://doi.org/10.1016/j.dsr2.2013.08.018,YES,FROZEN_PUBLIC_FULL_TEXT_LOCATION,http://nora.nerc.ac.uk/id/eprint/507792/1/Stewart_et_al_submitted_manuscript_FINAL_for_NORA.pdf,"The Celtic Margin is a complex area in terms of sedimentary dynamics and evolution, with a number of submarine canyons dissecting the continental slope and outer continental shelf. The complex terrain and diverse range of sea-bed sediments play a part in submarine canyons being described as areas of high habitat heterogeneity. This study has concentrated on the heads of two canyons: Dangeard (also known as Dangaard) and Explorer (first named here) located in UK territorial waters, in water depths between 138 and 1165 m. Multibeam echosounder, 2D reflection seismic and photographic ground-truthing data have been combined to map the sea-bed geomorphology, sedimentary features and canyon megafauna of these canyons. In addition, two previously unknown provinces of cold-water coral (CWC) mini-mounds were discovered on the interfluves of the Dangeard and Explorer canyons. The study area comprises a dendritic network of gullies feeding into the canyon thalwegs. Amphitheatre rims, where slope angles are commonly in excess of 20 degrees, occur along the margins and heads of both canyons and are interpreted as drainage basins indicative of retrogressive mass-wasting in a shelfward direction. The CWC mini-mounds occur in water depths between 250 m and 410 m, with more than 400 mounds identified. They are up to 3 m in height and 50-150 m in diameter with no sub-surface expression, suggesting these mounds are, in geological terms, relatively young and possibly Holocene in age. Biological analyses revealed that the mounds form a habitat for ophiuroids and Munida associated with Lophelia pertusa coral rubble, suggesting these mini-mounds are not present-day living features. Crown Copyright (C) 2013 Published by Elsevier Ltd. All rights reserved.",CITATION_CHAIN_CANDIDATE,C02_REVIEW_OR_MONITORING_LEAD,HIGH,False,"The record describes a cold-water coral habitat within a sedimentary canyon context, but lacks any explicit sediment exposure or biological response. It is therefore not core. It is a substantive deep-sea/cold-water coral source with a strong sedimentological and monitoring focus, making it a credible citation-chain lead for finding in-scope response evidence. The closest alternative, CORE_INCLUDE, is not supported because no trait or response is assessed. EXCLUDE would overlook the value of its reference list for high-recall screening.","Cold-water coral mini-mounds with Lophelia pertusa coral rubble, found at 250-410 m in canyon interfluves.",Sedimentological and geological study of submarine canyons; no explicit sediment exposure or stressor to corals described.,"No sediment-related biological response; biological analyses report ophiuroids and Munida associated with coral rubble, but no coral/sponge response to sediment.",,"Substantive deep-sea/cold-water coral paper focused on canyon geology, sedimentology, and habitat mapping; references likely include sediment-related coral studies.",False,True,Confirm that reference mining is specifically justified.,,
V6V-031,CWC-5E28A716FFBA,WARM_TROPICAL_HARD_NEGATIVE,"DMS and DMSP in mucus ropes, coral mucus, surface films and sediment pore waters from coral reefs in the Great Barrier Reef",Andrew D. Broadbent | Graham B. Jones,2004,Marine and Freshwater Research,article,10.1071/mf04114,https://doi.org/10.1071/mf04114,NO,NOT_CONFIRMED,,"Concentrations of dimethylsulphide (DMS) and its precursor compound dimethylsulphoniopropionate (DMSP), two sulphur compounds that are involved in the formation of clouds. were measured for mucus ropes. coral mucus, surface films and sediment pore waters collected from three coral reefs in the Great Barrier Reef. Australia. The concentrations of DMS (61-18 665 nM) and DMSP (1978-54 381 nM) measured in mucus rope samples are the highest yet reported in the marine environment. The values exceed concentrations of DMS and DMSP reported from highly productive polar waters and sea ice algal communities. Concentrations of DMSP in coral mucus ranged from 1226 to 25 443 rim, with mucus from Acropora formosa containing the highest levels of DMSP. Dimethylsulphide and DMSP in surface microlayer samples from three coral reefs were two to four times subsurface (0.5 m) concentrations. In coral-reef sediment pore waters, concentrations of DMS and DMSP were substantially higher than water-column concentrations, suggesting that coral sediments may be a significant source of these two compounds to reef waters. Overall, the results strongly suggest that coral reefs in the Great Barrier Reef are significant sources of these two sulphur substances.",EXCLUDE,X02_TROPICAL_NOT_CLOSELY_TRANSFERABLE,HIGH,False,"The study is set in tropical coral reefs of the Great Barrier Reef, not deep-sea or cold-water environments. It measures DMS and DMSP concentrations in mucus and sediment pore waters, but does not assess any sediment-related biological response in corals or sponges. The warm-water context and lack of an organism-level response make this outside scope and not transferable to cold-water/deep-sea target taxa.",Tropical coral reefs including Acropora formosa in the Great Barrier Reef; no deep-sea or cold-water coral or sponge specified.,"Sediment pore waters were sampled for DMS/DMSP concentrations, but no sediment-related exposure or pathway was evaluated in the context of a stressor.",No coral or sponge biological response was measured; the study reports sulfur compound concentrations in environmental samples.,,,False,False,,,
V6V-032,CWC-D54B2702337C,AMBIGUOUS_TITLE_ONLY,Multiple stress-induced mortality of an <i>Acropora</i> coral on the Luhuitou turbid reef in the northern South China Sea,Yong Luo | Lintao Huang | Xiaolei Yu | Hui Huang,2025,Bulletin of Marine Science,article,10.5343/bms.2023.0126,https://doi.org/10.5343/bms.2023.0126,NO,NOT_CONFIRMED,,,EXCLUDE,X02_TROPICAL_NOT_CLOSELY_TRANSFERABLE,HIGH,False,"The record clearly concerns a warm-water tropical Acropora coral from a South China Sea turbid reef. Per the decision rules, warm-water and tropical coral studies default to EXCLUDE without explicit evidence that the organism, environment, exposure, and response are closely comparable to deep-sea or cold-water target taxa. No abstract or full text is available to establish such transferability. The title alone indicates a tropical reef context, making this outside the core scope and not a credible citation-chain lead for cold-water/deep-sea sediment-response evidence. Therefore, EXCLUDE with X02.","Acropora coral, a tropical reef coral in the northern South China Sea.",Turbid reef environment mentioned; no explicit sediment exposure pathway or dose described.,"Mortality reported in the title, but response not linked to a specific sediment stressor.",,,False,False,,,
V6V-033,CWC-F377D1FD8E5D,WARM_TROPICAL_HARD_NEGATIVE,"Coral Tissue Thickness as a Bio-Indicator of Mine-Related Turbidity Stress on Coral Reefs at Lihir Island, Papua New Guinea",Sea Rotmann | Séverine Thomas,2012,Oceanography,article,10.5670/oceanog.2012.67,https://doi.org/10.5670/oceanog.2012.67,YES,FROZEN_PUBLIC_FULL_TEXT_LOCATION,,"Work described here assessed the feasibility of using variations in tissue thickness in massive Porites corals as a bioindicator for mine-related sediment stress. We examined parameters influencing coral tissue thickness, including water depth, location, season, and time period within the lunar month. Coral tissue thickness was observed to grow linearly over the lunar cycle until it dropped abruptly by about 20% after the day of the full moon. Although some relationship was observed between tissue thickness reduction and turbidity, no systematic relationship was found between turbidity zones and light levels. The aim was to develop sampling protocols that minimized the effect of natural variability and maximized the potential use of tissue thickness by mine management as a cheap, reliable, real-time indicator of coral stress response to increased turbidity on Lihir Island, Papua New Guinea. This method could prove particularly useful at remote locations or where a fast assessment of coral stress response (< 1 month) needs to be made.",EXCLUDE,X02_TROPICAL_NOT_CLOSELY_TRANSFERABLE,HIGH,False,"The record is explicitly about tropical massive Porites corals at Lihir Island, Papua New Guinea, not deep-sea or cold-water corals or sponges. The stressor is mine-related turbidity and the response is a tissue thickness metric. Since this is a warm-water/tropical study and there is no evidence of close comparability to cold-water deep-sea taxa, it cannot be CORE_INCLUDE or TRANSFERABLE_MECHANISM. It is also not a substantive deep-sea/cold-water citation-chain lead. Therefore, default EXCLUDE with reason X02_TROPICAL_NOT_CLOSELY_TRANSFERABLE.",Massive Porites corals (tropical reef corals) in Papua New Guinea,Mine-related sediment/turbidity stress; increased turbidity,Coral tissue thickness used as bio-indicator; observed reduction in tissue thickness related to turbidity,,,False,False,,,
V6V-034,CWC-5B4499AD4C1C,DEEPCOLD_RESPONSE,"Sedimentary processes and cold-water coral mini-mounds at the Ferrol canyon head, NW Iberian margin",Tim Collart | Wencke Verreydt | F.J. Hernández-Molina | Estefanía Llave | Ricardo León | M. Gómez-Ballesteros | Edwige Pons‐Branchu | Heather Stewart | David Van Rooij,2018,Progress In Oceanography,article,10.1016/j.pocean.2018.02.027,https://doi.org/10.1016/j.pocean.2018.02.027,NO,NOT_CONFIRMED,,"The western Iberian margin has a complex morphology controlled by both geological and oceanographic processes. Compared to the submarine canyons in the southern part of this margin (e.g. Nazare and Setubal), the canyons in the northern part (e.g. Ferrol and A Corufia) have received little attention. This study maps the geomorphological features around the Ferrol canyon head and combines them with oceanographic observations to infer the sedimentary and oceanographic processes active in this area. Furthermore, the occurrence of a cold water coral (CWC) mini-mound province near the canyon head and the Ortegal Spur pockmark field is investigated with regard to seepage processes, oceanographic conditions and anthropogenic impact. The Ferrol canyon head and outer Ortegal Spur are characterized by erosional (erosional and abraded surfaces, contourite channels and furrows), depositional (contourite drifts and sediment waves) and mixed (contourite terrace) features, indicating a dominant control of bottom currents on the sedimentary processes. Bottom currents are related to the interaction of the canyon head topography with both the Mediterranean Outflow Water (MOW) slope current and with M2 internal tides associated to the interface (pycnocline) between Eastern North Atlantic Central Water (ENACW) and MOW. Due to this interaction, the Ferrol canyon head is subject to active sediment resuspension and forms a potential source area for the intermediate nepheloid layers along the NW Iberian upper slope. The CWC mini-mounds (1.9-2.7 m high and 75-141 m in diameter) occur between 400 and 560 m depth. Seismic facies signatures indicative of fluid-flow and morphometric analysis implies that larger CWC mini mounds adjacent to the pockmark field initiated by colonization of pre-existing pockmarks, while smaller more clustered mounds developed independently. The observed mini-mounds are relict features likely related to their position outside of the contemporary ENACW-MOW interface which favours CWC growth through (1) increased bottom currents, enhancing food supply and (2) the presence of a potential density envelope sigma(theta) = 27.35-27.65 kg/m(3), proposed to control coral larvae transport along the NE Atlantic margin. Alternatively, the lack of contemporary coral growth might be related to habitat destruction by bottom trawling. However, a preliminary age constraint reveals CWC growth occurred during the early Holocene, coeval to relict CWC mini mounds near canyon heads on the Armorican margin. Their existence suggests a regional shift in the NE Atlantic density profile where the ENACW-MOW interface occurred up to 200 m above its contemporary position.",CITATION_CHAIN_CANDIDATE,C01_DEEP_COLD_CONTEXT_NO_RESPONSE,HIGH,False,"This is a geomorphological/sedimentary study of a cold-water coral mini-mound province. It documents sediment resuspension, bottom-current processes, and CWC mound occurrence/depth, but no measured or explicitly assessed sediment-related biological response. It is therefore not core. It is a substantive deep-sea/cold-water coral source with direct sediment-process focus, making its reference list a promising lead for in-scope response studies. A transferable-mechanism label is inappropriate because no organism-level response is tested. An exclusion would be too strong because the deep-sea CWC and sediment focus provide citation-mining value.","Cold-water coral (CWC) mini-mounds (scleractinian corals, not species-specific) at Ferrol canyon head, 400-560 m depth.",Active sediment resuspension and intermediate nepheloid layers; bottom-current-controlled sedimentary processes; no specific experimental or direct sediment exposure.,"No measured or modeled coral/sponge biological response to sediment; mini-mounds described as relict; lack of contemporary growth tentatively attributed to trawling, not sediment.",,Substantive deep-sea/cold-water coral study focused on sedimentary processes and CWC mound habitats; reference list likely to include sediment-related impact or response studies.,False,True,Confirm that reference mining is specifically justified.,,
V6V-035,CWC-578FFD6DF69B,WARM_TROPICAL_HARD_NEGATIVE,Determining trigger values of suspended sediment for behavioral changes in a coral reef fish,Amelia Wenger | Mark I. McCormick,2013,Marine Pollution Bulletin,article,10.1016/j.marpolbul.2013.02.014,https://doi.org/10.1016/j.marpolbul.2013.02.014,NO,NOT_CONFIRMED,,"Sediment from land use increases water turbidity and threatens the health of inshore coral reefs. This study performed experiments with a damselfish, Pomacentrus moluccensis, in four sediment treatments, control (0 mg l(-1)), 10 mg l(-1)(similar to 1.7 NTU), 20 mg l(-1)(similar to 3.3 NTU) and 30 mg l(-1) (similar to 5 NTU), to determine when sediment triggers a change in habitat use and movement. We reviewed the literature to assess how frequently P. moluccensis would experience sub-optimal sediment conditions on the reef. Preference for live coral declined from 49.4% to 23.3% and movement between habitats declined from 2.1 to 0.4 times between 20 mg l(-1) and 30 mg l(-1), suggesting a sediment threshold for behavioral changes. Inshore areas of the Great Barrier Reef, P. moluccensis may encounter sub-optimal conditions between 8% and 53% of the time. Changes in these vital processes may have long-term effects on the persistence of populations, particularly as habitat loss on coral reefs increases. (C) 2013 Elsevier Ltd. All rights reserved.",EXCLUDE,X01_ORGANISM_OUT_OF_SCOPE,HIGH,False,"Abstract explicitly focuses on a damselfish, not a coral or sponge; therefore fails organism scope. It is a tropical coral reef fish study, so there is no basis for transferability to deep-sea or cold-water corals/sponges. None of the eligible responses pertain to corals/sponges. The study is not a substantive deep-sea/cold-water coral or sponge source for citation mining.",Coral reef fish (damselfish Pomacentrus moluccensis); not a coral or sponge.,"Suspended sediment treatments (10, 20, 30 mg/l) and turbidity in a coral reef habitat.","Behavioral changes in habitat use and movement; fish behavior, not a coral or sponge response.",,,False,False,,,
V6V-036,CWC-EF36FAEBFC86,DEEPCOLD_RESPONSE,"Sponge reefs in the Queen Charlotte Basin, Canada: controls on distribution, growth and development",Kim W. Conway | Manfred Krautter | J V Barrie | Frank Whitney | Richard E. Thomson | Henry M. Reiswig | Helmut Lehnert | G. Mungov | Miriam Bertram,2005,Cold-Water Corals and Ecosystems,book-chapter,10.1007/3-540-27673-4_29,https://doi.org/10.1007/3-540-27673-4_29,NO,NOT_CONFIRMED,,"Sponge reefs in the Queen Charlotte Basin exist at 165-240 m depth within tidally influenced shelf troughs subject to near bottom current velocities of 25-50 cm s(-1) where nutrient supply from coastal runoff is augmented by wind-induced upwelling of nutrient rich water from the adjacent continental slope. Large reef mounds to 21 m in elevation affect tidally driven bottom currents by deflecting water flows through extensive reef complexes that are up to 300 km(2) in area. Three hexactinellid species construct reefs by building a siliceous skeletal framework through several frame-building processes. These sponge reefs exist in waters with 90 to 150 mu M dissolved oxygen, a temperature range of 5.9 to 7.3 degrees C and salinity of 33.2 to 33.9 parts per thousand. Relatively high nutrient levels occur at the reef sites, including silica, which in bottom waters are typically > 40 mu M and may be up to 80 mu M. A high dissolved silica level is potentially an important control on occurrence of these and other dense siliceous sponge populations. The sponge reefs are mainly confined to seafloor areas where exposed iceberg plough marks are common. Sediment accumulation rates are negligible on the relict, glacial surface where the reefs grow, and trapping of flocculated suspended particulate matter by hexactinosidan or framework skeleton hexactinellid sponges accounts for a large proportion of the reef matrix. Suspended sediment concentration is reduced within the nepheloid layer over reef sites suggesting efficient particle trapping by the sponges. The reef matrix sediments are enriched in organic carbon, nitrogen and carbonate, relative to surrounding and underlying sediments. The sponges baffle and trap suspended sediments from water masses, which in one trough have a residence time of approximately 6 days, ensuring a close association of the sponges with the bottom waters. The location of the reef complexes at the heads of canyons provide a means of regionally funnelling particulate material that sponges can trap to enrich their environment with organic carbon and biogenic silica. Like deep-sea coral reefs, the sponge reefs are a remote and poorly known ecosystem that can present logistical challenges and survey costs. Also like deep-sea coral reefs, many of the hexactinosidan sponge reefs have been damaged or destroyed by the groundfish trawl fishery.",CORE_INCLUDE,,HIGH,False,"The record describes cold-water hexactinellid sponge reefs and explicitly reports sediment-related biological responses: sponges trap and baffle suspended particulate matter, reduce suspended sediment concentrations, and incorporate trapped sediments into the reef matrix. This constitutes an eligible filtration/trapping response to a sediment pathway. The study is in a cold-water setting, not tropical, and the response is directly observed and synthesized. Therefore, it meets the core inclusion criteria. No alternative category is needed.","Hexactinellid (siliceous) sponges; reef-building species in Queen Charlotte Basin, Canada.",Suspended particulate matter and suspended sediment in nepheloid layer; sediment trapping and accumulation as part of reef matrix.,Particle trapping and baffling by sponges; reduced suspended sediment concentration over reef sites; incorporation of trapped sediment into reef matrix; organic carbon and nitrogen enrichment.,,,True,False,,,
